rider_id,money,labor,total_order,go_work_time,get_off_work_time,stability,robustness,inv,utility
0,15.2808376395425,120,5,8,18,0.19479414699512076,0.0,3.496726748292031,39.38128645086001
1,3.4323888389514403,120,5,8,18,5.781832866136426,0.0,0.5720648064919065,35.30425266507554
2,4.308179721899412,120,5,8,18,1.9110524021654502,0.0,0.7180299536499017,39.51646544724452
3,19.036379314722765,120,5,8,18,0.18204136530471968,0.0,3.5746976268618513,39.94376808556635
4,18.165988886367458,120,5,8,18,0.2009194963645534,0.0,3.227904839119238,39.95293414303809
5,4.433612009860568,120,5,8,18,1.743846998214776,0.0,0.7389353349767609,40.002276077409896
6,7.116529605644217,120,5,8,18,0.5301015931885723,0.0,1.7791324014110534,39.28275017933583
7,14.717866408372984,120,5,8,18,0.2852288026507718,0.0,1.503269007241671,37.98912882116884
8,3.9383912655861115,120,5,8,18,2.664133919062561,0.0,0.6563985442643516,37.93437133161142
9,3.7729003049717695,120,5,8,18,3.234569819572419,0.0,0.6288167174952947,37.14153707333509
